Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Engineering Services,Lease - Event Supply - Cohen Place,Electricity,Electricity,3941.193,kWh,5254.6384063043,05/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,1255.454,2685.739
Engineering Services,Lease - Event Supply - Cohen Place,Electricity,Electricity,3788.726,kWh,5001.11832,08/01/2013 12:00:00 AM,10/25/2013 12:00:00 AM,CoM,1097.185,2691.541
Engineering Services,Lease - Event Supply - Cohen Place,Electricity,Electricity,3615.455,kWh,4772.4006,10/26/2013 12:00:00 AM,01/29/2014 12:00:00 AM,CoM,948.914,2666.541
Engineering Services,Lease - Event Supply - Cohen Place,Electricity,Electricity,3579.889,kWh,4725.45348,01/30/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,971.59,2608.299
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,362.965,kWh,483.9799241758,05/01/2013 12:00:00 AM,07/30/2013 12:00:00 AM,CoM,114.826,248.139
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,341.443,kWh,450.70476,07/31/2013 12:00:00 AM,10/25/2013 12:00:00 AM,CoM,109.984,231.459
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,374.852,kWh,494.80464,10/26/2013 12:00:00 AM,01/29/2014 12:00:00 AM,CoM,96.745,278.107
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,339.041,kWh,447.53412,01/30/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,95.785,243.256
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,0,kWh,0,04/30/2013 12:00:00 AM,07/29/2013 12:00:00 AM,CoM,0,0
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,0,kWh,0,07/30/2013 12:00:00 AM,10/25/2013 12:00:00 AM,CoM,0,0
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,0,kWh,0,10/26/2013 12:00:00 AM,12/05/2013 12:00:00 AM,CoM,0,0
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,0,kWh,0,05/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,0,0
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,0,kWh,0,08/01/2013 12:00:00 AM,10/25/2013 12:00:00 AM,CoM,0,0
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,0,kWh,0,10/26/2013 12:00:00 AM,01/29/2014 12:00:00 AM,CoM,0,0
Engineering Services,Lease - Event Supply - Little Bourke Street,Electricity,Electricity,0,kWh,0,01/30/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,0,0
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,154.6,kWh,205.8388571429,06/15/2013 12:00:00 AM,07/12/2013 12:00:00 AM,CoM,63.8,90.8
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,175,kWh,231,07/13/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,69.2,105.8
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,164.4,kWh,217.008,08/15/2013 12:00:00 AM,09/13/2013 12:00:00 AM,CoM,69.6,94.8
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,164.6,kWh,217.272,09/14/2013 12:00:00 AM,10/15/2013 12:00:00 AM,CoM,64.6,100
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,140.2,kWh,185.064,10/16/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,56.8,83.4
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,152.6,kWh,201.432,11/13/2013 12:00:00 AM,12/13/2013 12:00:00 AM,CoM,65.6,87
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,84.6,kWh,111.672,12/14/2013 12:00:00 AM,01/15/2014 12:00:00 AM,CoM,22.2,62.4
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,1132,kWh,1494.24,01/16/2014 12:00:00 AM,02/14/2014 12:00:00 AM,CoM,13,1119
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,0,kWh,0,02/15/2014 12:00:00 AM,03/17/2014 12:00:00 AM,CoM,0,0
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,0.616,kWh,0.81312,03/18/2014 12:00:00 AM,04/14/2014 12:00:00 AM,CoM,0,0.616
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,2.08,kWh,2.7456,04/15/2014 12:00:00 AM,05/15/2014 12:00:00 AM,CoM,0,2.08
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,0.616,kWh,0.81312,05/16/2014 12:00:00 AM,06/16/2014 12:00:00 AM,CoM,0,0.616
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,503.59,kWh,670.7599847826,05/07/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,287.5,216.09
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,673.839,kWh,889.46748,08/07/2013 12:00:00 AM,11/01/2013 12:00:00 AM,CoM,361.233,312.606
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,767.14,kWh,1012.6248,11/02/2013 12:00:00 AM,02/05/2014 12:00:00 AM,CoM,430.455,336.685
Engineering Services,Lease - Event Supply - Lonsdale Street,Electricity,Electricity,913.529,kWh,1205.85828,02/06/2014 12:00:00 AM,05/07/2014 12:00:00 AM,CoM,433.069,480.46
Engineering Services,Lease - Event Supply - Russell Street,Electricity,Electricity,849.244,kWh,1130.971466087,05/08/2013 12:00:00 AM,08/07/2013 12:00:00 AM,CoM,405.102,444.142
Engineering Services,Lease - Event Supply - Russell Street,Electricity,Electricity,630.313,kWh,832.01316,08/08/2013 12:00:00 AM,11/07/2013 12:00:00 AM,CoM,300.045,330.268
Engineering Services,Lease - Event Supply - Russell Street,Electricity,Electricity,655.397,kWh,865.12404,11/08/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,229.508,425.889
Engineering Services,Lease - Event Supply - Russell Street,Electricity,Electricity,362.935,kWh,479.0742,02/07/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,0.001,362.934
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,4671.504,kWh,6221.2246747826,05/08/2013 12:00:00 AM,08/07/2013 12:00:00 AM,CoM,1482.773,3188.731
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,4668.095,kWh,6161.8854,08/08/2013 12:00:00 AM,11/07/2013 12:00:00 AM,CoM,1490.027,3178.068
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,9385.264,kWh,12388.54848,11/08/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,4410.519,4974.745
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,4200.383,kWh,5544.50556,02/07/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,1456.542,2743.841
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,6074.748,kWh,8080.7354373913,05/15/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,2024.972,4049.776
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,5517.337,kWh,7282.88484,08/15/2013 12:00:00 AM,11/14/2013 12:00:00 AM,CoM,1746.682,3770.655
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,9516.916,kWh,12562.32912,11/15/2013 12:00:00 AM,02/14/2014 12:00:00 AM,CoM,4451.328,5065.588
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,4994.286,kWh,6592.45752,02/15/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,1595.504,3398.782
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,4846.102,kWh,6446.3691604348,05/15/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,1574.996,3271.106
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,4844.295,kWh,6394.4694,08/15/2013 12:00:00 AM,11/14/2013 12:00:00 AM,CoM,1581.428,3262.867
Engineering Services,Lease - Event Supply - Swanston Street,Electricity,Electricity,3035.118,kWh,4006.35576,11/15/2013 12:00:00 AM,01/14/2014 12:00:00 AM,CoM,948.371,2086.747
Engineering Services,Public Lighting Melbourne Parkville Avenue,Electricity,Electricity,460.307,kWh,615.7997162637,04/11/2013 12:00:00 AM,07/10/2013 12:00:00 AM,CoM,460.307,
Engineering Services,Public Lighting Melbourne Parkville Avenue,Electricity,Electricity,482.254,kWh,636.57528,07/11/2013 12:00:00 AM,10/10/2013 12:00:00 AM,CoM,482.254,
Engineering Services,Public Lighting Melbourne Parkville Avenue,Electricity,Electricity,371.81,kWh,490.7892,10/11/2013 12:00:00 AM,01/10/2014 12:00:00 AM,CoM,371.81,
Engineering Services,Public Lighting Melbourne Parkville Avenue,Electricity,Electricity,387.462,kWh,511.44984,01/11/2014 12:00:00 AM,04/10/2014 12:00:00 AM,CoM,387.462,
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,124.768,kWh,166.21437,05/23/2013 12:00:00 AM,07/25/2013 12:00:00 AM,CoM,57.624,67.144
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,163.376,kWh,215.65632,07/26/2013 12:00:00 AM,08/25/2013 12:00:00 AM,CoM,73.244,90.132
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,182.016,kWh,240.26112,08/26/2013 12:00:00 AM,09/24/2013 12:00:00 AM,CoM,90.712,91.304
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,565.8,kWh,746.856,09/25/2013 12:00:00 AM,10/23/2013 12:00:00 AM,CoM,281.52,284.28
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,50.4,kWh,66.528,10/24/2013 12:00:00 AM,11/24/2013 12:00:00 AM,CoM,18.16,32.24
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,51.76,kWh,68.3232,11/25/2013 12:00:00 AM,12/24/2013 12:00:00 AM,CoM,25.76,26
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,42.76,kWh,56.4432,12/25/2013 12:00:00 AM,01/24/2014 12:00:00 AM,CoM,16.76,26
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,41.16,kWh,54.3312,01/25/2014 12:00:00 AM,02/25/2014 12:00:00 AM,CoM,15.44,25.72
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,38.88,kWh,51.3216,02/26/2014 12:00:00 AM,03/26/2014 12:00:00 AM,CoM,15.96,22.92
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,150.28,kWh,198.3696,03/27/2014 12:00:00 AM,04/28/2014 12:00:00 AM,CoM,88.04,62.24
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,74.14,kWh,97.8648,04/29/2014 12:00:00 AM,05/27/2014 12:00:00 AM,CoM,23.64,50.5
Engineering Services,Pumping Station - Gracie Street,Electricity,Electricity,60.92,kWh,80.4144,05/28/2014 12:00:00 AM,06/25/2014 12:00:00 AM,CoM,29.24,31.68
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,10,kWh,13.2642857143,06/22/2013 12:00:00 AM,07/19/2013 12:00:00 AM,CoM,10,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,30,kWh,39.6,07/20/2013 12:00:00 AM,08/20/2013 12:00:00 AM,CoM,30,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,20,kWh,26.4,08/21/2013 12:00:00 AM,09/20/2013 12:00:00 AM,CoM,20,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,30,kWh,39.6,09/21/2013 12:00:00 AM,10/18/2013 12:00:00 AM,CoM,30,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,20,kWh,26.4,10/19/2013 12:00:00 AM,11/20/2013 12:00:00 AM,CoM,20,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,20,kWh,26.4,11/21/2013 12:00:00 AM,12/18/2013 12:00:00 AM,CoM,20,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,0,kWh,0,12/19/2013 12:00:00 AM,01/17/2014 12:00:00 AM,CoM,0,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,10,kWh,13.2,01/18/2014 12:00:00 AM,02/19/2014 12:00:00 AM,CoM,10,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,10,kWh,13.2,02/20/2014 12:00:00 AM,03/20/2014 12:00:00 AM,CoM,10,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,30,kWh,39.6,03/21/2014 12:00:00 AM,04/17/2014 12:00:00 AM,CoM,30,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,10,kWh,13.2,04/18/2014 12:00:00 AM,05/20/2014 12:00:00 AM,CoM,10,0
Engineering Services,Pumping Station - Kensington Road,Electricity,Electricity,10,kWh,13.2,05/21/2014 12:00:00 AM,06/20/2014 12:00:00 AM,CoM,10,0
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,40,kWh,52.8857142857,06/28/2013 12:00:00 AM,07/25/2013 12:00:00 AM,CoM,28,12
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,48,kWh,63.36,07/26/2013 12:00:00 AM,08/26/2013 12:00:00 AM,CoM,32,16
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,861.16,kWh,1136.7312,08/27/2013 12:00:00 AM,09/24/2013 12:00:00 AM,CoM,408.92,452.24
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,1.44,kWh,1.9008,09/25/2013 12:00:00 AM,09/26/2013 12:00:00 AM,CoM,0.92,0.52
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,20.2,kWh,26.664,09/27/2013 12:00:00 AM,10/23/2013 12:00:00 AM,CoM,10.04,10.16
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,20.92,kWh,27.6144,10/24/2013 12:00:00 AM,11/22/2013 12:00:00 AM,CoM,10.44,10.48
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,22.84,kWh,30.1488,11/23/2013 12:00:00 AM,12/24/2013 12:00:00 AM,CoM,10.84,12
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,22.24,kWh,29.3568,12/25/2013 12:00:00 AM,01/24/2014 12:00:00 AM,CoM,11.4,10.84
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,21.96,kWh,28.9872,01/25/2014 12:00:00 AM,02/25/2014 12:00:00 AM,CoM,10.4,11.56
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,20.6,kWh,27.192,02/26/2014 12:00:00 AM,03/26/2014 12:00:00 AM,CoM,10.16,10.44
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,24.28,kWh,32.0496,03/27/2014 12:00:00 AM,04/28/2014 12:00:00 AM,CoM,11.96,12.32
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,21.21,kWh,27.9972,04/29/2014 12:00:00 AM,05/27/2014 12:00:00 AM,CoM,10.52,10.69
Engineering Services,Pumping Station - Macaulay Road,Electricity,Electricity,21.2,kWh,27.984,05/28/2014 12:00:00 AM,06/25/2014 12:00:00 AM,CoM,10.68,10.52
Engineering Services,Pumping Station - Sutton Street,Electricity,Electricity,106.552,kWh,141.1249901176,06/12/2013 12:00:00 AM,09/04/2013 12:00:00 AM,CoM,106.552,
Engineering Services,Pumping Station - Sutton Street,Electricity,Electricity,208.327,kWh,274.99164,09/05/2013 12:00:00 AM,12/06/2013 12:00:00 AM,CoM,208.327,
Engineering Services,Pumping Station - Sutton Street,Electricity,Electricity,250.258,kWh,330.34056,12/07/2013 12:00:00 AM,03/07/2014 12:00:00 AM,CoM,250.258,
Engineering Services,Pumping Station - Sutton Street,Electricity,Electricity,261.918,kWh,345.73176,03/08/2014 12:00:00 AM,06/10/2014 12:00:00 AM,CoM,261.918,
Engineering Services,Security Cameras - Melbourne Network,Electricity,Electricity,0,kWh,0,05/08/2013 12:00:00 AM,08/07/2013 12:00:00 AM,CoM,0,0
Engineering Services,Security Cameras - Melbourne Network,Electricity,Electricity,0,kWh,0,08/08/2013 12:00:00 AM,11/07/2013 12:00:00 AM,CoM,0,0
Engineering Services,Security Cameras - Melbourne Network,Electricity,Electricity,53.041,kWh,70.01412,11/08/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,0,53.041
Engineering Services,Security Cameras - Melbourne Network,Electricity,Electricity,205.711,kWh,271.53852,02/07/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,0,205.711
Engineering Services,Security Cameras - Melbourne Network,Electricity,Electricity,381.581,kWh,507.5856823913,05/15/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,182.43,199.151
Engineering Services,Security Cameras - Melbourne Network,Electricity,Electricity,378.887,kWh,500.13084,08/15/2013 12:00:00 AM,11/14/2013 12:00:00 AM,CoM,181.111,197.776
Engineering Services,Security Cameras - Melbourne Network,Electricity,Electricity,480.353,kWh,634.06596,11/15/2013 12:00:00 AM,02/14/2014 12:00:00 AM,CoM,178.428,301.925
Engineering Services,Security Cameras - Melbourne Network,Electricity,Electricity,366.092,kWh,483.24144,02/15/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,172.536,193.556
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9660,kWh,12800.5733333333,06/08/2013 12:00:00 AM,09/05/2013 12:00:00 AM,CoM,9660,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9710,kWh,12817.2,09/06/2013 12:00:00 AM,12/08/2013 12:00:00 AM,CoM,9710,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,37146.778,kWh,49223.6082697777,06/08/2013 12:00:00 AM,09/05/2013 12:00:00 AM,CoM,11373.798,25772.98
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,30491.175,kWh,40248.351,09/06/2013 12:00:00 AM,12/09/2013 12:00:00 AM,CoM,8398.152,22093.023
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,25434.348,kWh,33573.33936,12/10/2013 12:00:00 AM,03/07/2014 12:00:00 AM,CoM,6478.572,18955.776
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,36016.659,kWh,47541.98988,03/08/2014 12:00:00 AM,06/11/2014 12:00:00 AM,CoM,10577.101,25439.558
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3650,kWh,4818,09/01/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,3650,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,0,kWh,0,08/05/2013 12:00:00 AM,09/05/2013 12:00:00 AM,CoM,0,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,0,kWh,0,09/06/2013 12:00:00 AM,10/03/2013 12:00:00 AM,CoM,0,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9.871,kWh,13.02972,07/05/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,9.871,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,18.291,kWh,24.14412,08/06/2013 12:00:00 AM,09/05/2013 12:00:00 AM,CoM,18.291,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,15.116,kWh,19.95312,09/06/2013 12:00:00 AM,10/03/2013 12:00:00 AM,CoM,15.116,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,0,kWh,0,07/05/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,0,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,0,kWh,0,08/06/2013 12:00:00 AM,09/05/2013 12:00:00 AM,CoM,0,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,0,kWh,0,09/06/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,0,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,18470,kWh,24713.6630434782,04/09/2013 12:00:00 AM,07/09/2013 12:00:00 AM,CoM,18470,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,15211,kWh,20078.52,07/10/2013 12:00:00 AM,10/09/2013 12:00:00 AM,CoM,15211,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,14990,kWh,19786.8,10/10/2013 12:00:00 AM,01/09/2014 12:00:00 AM,CoM,14990,
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6283.592,kWh,8294.34144,01/10/2014 12:00:00 AM,02/05/2014 12:00:00 AM,CoM,6283.592,
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,3170,kWh,4195.6711111111,06/15/2013 12:00:00 AM,09/12/2013 12:00:00 AM,CoM,3170,
